param T := 2519;
set ASSETS := AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP;

param Ret:
	AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP:=
766	0.001	0.025	0.025	0.015	0.022	0.029	0.026	0.021	0.026	0.021	0.029	0.019	0.044	0.036	0.035	0.027	0.034	0.021	0.032	0.023	0.023	0.015	0.012	0.016	0.020	0.025	-0.002	0.026	0.020	0.005	0.027	-0.033	-0.016	0.042	0.017	0.025	0.031	-0.004	0.017	0.034	0.014	0.031	0.032	0.020	0.019	0.015	0.008	0.002	0.017	0.008	0.051	0.047
767	0.005	0.001	0.005	-0.002	0.009	0.007	0.001	-0.005	0.009	0.002	-0.004	0.007	-0.004	0.000	0.001	0.003	-0.005	0.021	0.010	-0.001	-0.001	-0.007	0.009	0.003	0.006	-0.003	0.002	0.022	-0.023	0.005	0.005	-0.006	-0.003	0.016	0.003	0.003	-0.002	-0.001	0.004	0.003	0.007	0.003	0.008	0.018	0.004	-0.001	0.000	-0.012	-0.010	0.004	0.014	0.008
768	-0.001	0.018	0.006	0.001	0.003	0.002	0.004	0.006	0.003	0.003	0.006	0.001	0.012	0.014	0.007	0.004	-0.001	0.012	0.024	0.017	0.016	0.008	-0.001	0.001	0.003	-0.001	0.000	0.013	0.008	-0.003	0.015	-0.002	0.000	0.020	0.001	0.014	0.006	-0.002	0.001	0.006	0.005	0.017	0.012	0.002	0.002	-0.011	-0.001	0.006	0.010	0.001	0.039	0.011
769	-0.001	-0.012	0.007	0.004	-0.006	-0.006	-0.004	-0.007	0.000	0.004	-0.007	-0.004	0.002	-0.020	-0.011	-0.005	-0.003	-0.015	-0.005	-0.006	-0.006	0.000	0.058	0.004	0.008	0.007	0.009	0.042	0.035	0.001	-0.006	-0.008	-0.005	0.002	0.004	-0.006	-0.006	0.011	0.004	-0.009	0.041	-0.008	-0.002	0.021	0.011	-0.004	0.000	-0.005	0.003	0.008	-0.007	-0.006
770	0.001	-0.001	0.010	0.002	0.010	0.008	0.008	0.001	0.001	0.007	0.005	0.005	-0.003	0.015	0.007	0.009	0.008	0.003	0.015	0.005	0.005	0.008	0.001	0.003	0.002	0.005	-0.007	-0.004	0.019	0.002	0.003	-0.007	-0.003	0.015	0.003	0.005	0.010	-0.007	0.003	0.006	0.004	0.014	0.007	-0.006	0.016	0.007	-0.003	-0.001	0.002	0.000	0.035	0.008
771	-0.001	-0.003	0.012	0.004	0.011	-0.002	0.008	0.016	0.001	0.008	0.002	0.008	0.000	0.006	-0.002	0.006	0.006	0.002	0.007	0.013	0.014	0.005	-0.002	0.001	0.002	-0.004	0.005	0.000	-0.015	0.001	-0.007	-0.003	-0.001	0.003	0.001	-0.010	0.008	0.006	0.001	0.001	-0.003	-0.005	-0.001	0.001	0.011	-0.004	0.003	0.010	0.006	-0.002	-0.014	-0.011
772	0.006	-0.021	-0.008	-0.004	0.007	-0.016	-0.012	-0.017	-0.010	-0.016	-0.013	-0.007	-0.011	-0.014	-0.015	-0.015	-0.017	-0.024	-0.036	-0.021	-0.021	-0.003	-0.014	-0.009	-0.013	-0.011	-0.017	-0.017	-0.007	0.002	-0.022	0.019	0.009	-0.016	-0.009	-0.022	-0.015	-0.017	-0.010	-0.015	-0.014	-0.019	-0.014	-0.014	-0.008	-0.011	0.006	-0.004	-0.007	-0.013	-0.025	-0.024
773	-0.004	0.001	0.002	0.006	0.006	0.003	0.008	0.008	-0.006	0.014	-0.001	0.007	0.007	0.002	-0.003	0.007	0.009	-0.012	0.011	0.010	0.009	0.012	0.018	0.008	0.009	0.013	0.019	0.017	0.009	-0.004	-0.011	-0.017	-0.009	0.020	0.008	-0.011	0.014	0.020	0.009	0.004	0.002	0.012	0.004	0.011	0.004	0.010	0.007	0.011	0.013	0.011	0.015	0.010
774	0.003	-0.005	0.001	0.003	0.013	-0.003	0.008	0.001	-0.006	0.004	0.008	0.003	-0.001	0.006	-0.019	0.002	0.004	-0.008	-0.005	0.004	0.004	0.003	0.002	0.003	0.004	0.004	-0.003	0.015	0.031	0.004	-0.005	-0.005	-0.003	0.002	0.003	-0.004	-0.002	-0.001	0.002	-0.002	-0.003	-0.012	0.003	0.005	0.000	0.003	-0.003	-0.004	0.009	0.000	-0.013	0.009
775	0.002	-0.011	-0.004	-0.010	-0.003	-0.012	-0.016	-0.023	-0.013	-0.025	-0.005	-0.009	-0.019	-0.008	-0.013	-0.026	-0.031	-0.016	-0.024	-0.010	-0.010	-0.011	-0.016	-0.011	-0.013	-0.015	-0.009	-0.022	-0.012	0.000	-0.018	0.022	0.011	-0.014	-0.011	-0.017	-0.021	-0.008	-0.011	-0.012	-0.019	-0.007	-0.008	-0.020	-0.013	-0.014	-0.005	-0.006	-0.007	-0.010	-0.021	-0.009
776	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
777	-0.002	0.007	0.003	0.011	0.001	0.020	0.010	0.007	0.013	0.007	0.003	0.014	0.016	0.021	0.015	0.011	0.012	0.032	0.006	0.006	0.006	0.019	0.012	0.012	0.010	0.018	0.020	0.010	0.023	0.001	0.014	-0.024	-0.012	0.022	0.013	0.014	0.021	0.020	0.013	0.017	0.015	0.016	0.009	0.013	0.011	0.017	0.006	0.012	0.024	0.013	0.019	0.007
778	0.003	-0.019	-0.024	-0.011	-0.024	-0.024	-0.026	-0.030	-0.023	-0.034	-0.020	-0.017	-0.027	-0.019	-0.029	-0.031	-0.033	-0.038	-0.041	-0.023	-0.024	-0.008	-0.015	-0.010	-0.007	-0.014	-0.010	0.013	-0.002	-0.001	-0.026	0.019	0.010	-0.048	-0.010	-0.027	-0.031	-0.011	-0.009	-0.025	-0.020	-0.018	-0.016	-0.003	-0.015	-0.016	-0.007	-0.011	-0.008	-0.013	-0.027	-0.009
779	0.000	-0.012	-0.019	-0.022	0.005	-0.030	-0.021	-0.031	-0.030	-0.027	-0.022	-0.031	-0.035	-0.010	-0.046	-0.031	-0.034	-0.037	-0.043	-0.014	-0.014	-0.016	-0.026	-0.020	-0.021	-0.016	-0.028	-0.002	0.031	0.003	-0.018	0.038	0.019	-0.028	-0.019	-0.017	-0.031	-0.029	-0.018	-0.029	-0.021	-0.043	-0.020	-0.029	-0.023	-0.011	-0.014	-0.015	-0.022	-0.013	-0.061	-0.014
780	0.001	-0.011	-0.020	-0.020	-0.009	-0.022	-0.019	-0.018	-0.015	-0.027	-0.029	-0.029	-0.010	-0.028	-0.017	-0.019	-0.016	-0.014	0.001	-0.002	-0.003	-0.003	-0.023	-0.022	-0.021	-0.018	-0.023	-0.030	-0.023	-0.002	-0.026	0.044	0.022	-0.017	-0.022	-0.024	-0.022	-0.025	-0.022	-0.022	-0.018	-0.020	-0.024	-0.033	-0.015	-0.035	-0.002	-0.022	-0.011	-0.019	-0.030	-0.021
781	0.000	0.005	0.012	0.003	0.008	0.007	0.012	0.011	0.013	0.018	0.005	0.022	-0.008	0.010	-0.001	0.014	0.007	0.016	-0.014	0.003	0.004	-0.007	0.001	0.005	0.004	0.001	0.007	0.002	-0.008	0.000	0.014	-0.009	-0.004	0.003	0.005	0.013	0.018	0.007	0.004	0.010	0.011	0.009	0.007	0.006	0.006	0.008	0.002	0.007	0.000	0.005	0.009	0.009
782	0.001	-0.011	-0.011	0.000	-0.007	-0.021	-0.006	-0.003	-0.009	-0.006	-0.026	-0.007	0.009	-0.025	-0.016	-0.004	-0.003	-0.029	-0.001	0.001	0.000	0.000	0.003	-0.005	-0.006	-0.010	-0.009	-0.019	-0.001	-0.003	-0.009	0.009	0.004	-0.024	-0.004	-0.008	-0.008	-0.009	-0.004	-0.019	-0.001	-0.014	-0.006	-0.018	-0.004	-0.003	-0.001	0.004	-0.006	0.001	-0.018	-0.015
783	-0.001	-0.015	0.010	0.004	-0.014	-0.003	-0.001	-0.002	-0.005	-0.009	0.000	0.008	-0.010	-0.007	-0.004	-0.003	-0.002	-0.006	-0.008	-0.010	-0.009	0.015	0.011	0.005	0.005	0.011	0.009	0.027	0.032	-0.004	-0.012	-0.010	-0.005	-0.010	0.005	-0.012	0.004	0.009	0.005	-0.003	0.003	-0.009	-0.004	0.024	0.003	0.008	0.002	-0.007	0.007	0.002	-0.009	-0.008
784	-0.001	-0.003	-0.008	-0.011	-0.001	-0.007	-0.017	-0.019	-0.010	-0.027	0.002	-0.026	-0.003	-0.005	-0.003	-0.022	-0.023	0.005	-0.014	0.000	-0.001	-0.009	0.001	-0.012	-0.009	-0.017	-0.010	0.005	-0.013	-0.001	0.002	0.023	0.011	-0.021	-0.011	0.002	-0.024	-0.009	-0.012	-0.004	0.000	-0.018	-0.011	-0.005	-0.011	-0.029	-0.003	-0.008	-0.006	-0.006	-0.019	-0.010
785	0.002	-0.011	-0.021	-0.006	-0.015	-0.011	-0.014	-0.012	-0.003	-0.011	-0.003	-0.012	-0.015	-0.018	-0.025	-0.009	-0.012	-0.004	-0.034	-0.005	-0.005	0.001	-0.001	-0.011	-0.011	-0.011	-0.007	-0.009	-0.020	0.006	-0.013	0.022	0.011	-0.001	-0.011	-0.014	-0.012	-0.006	-0.012	-0.010	-0.003	-0.016	-0.018	-0.007	-0.010	-0.017	-0.004	-0.006	-0.007	-0.006	-0.040	-0.024
786	-0.004	0.024	0.010	0.013	0.010	0.027	0.018	0.018	0.026	0.024	-0.002	0.005	0.024	0.024	0.045	0.020	0.026	0.031	0.055	0.023	0.023	0.006	0.002	0.016	0.017	0.012	0.018	0.014	-0.002	-0.009	0.029	-0.030	-0.015	0.029	0.016	0.030	0.025	0.018	0.015	0.029	0.003	0.040	0.033	0.017	0.015	0.011	0.008	0.006	0.006	0.013	0.059	0.043
787	0.001	0.022	0.025	0.010	0.023	0.008	0.017	0.014	0.012	0.023	-0.020	0.027	0.011	0.003	0.016	0.024	0.019	0.007	0.001	0.007	0.007	0.021	0.053	0.013	0.015	0.011	0.017	0.002	-0.007	0.003	0.033	-0.025	-0.013	-0.001	0.012	0.022	0.015	0.014	0.013	0.005	0.048	0.003	0.013	0.010	0.019	0.010	0.014	0.008	0.021	0.014	0.013	0.020
788	-0.002	-0.012	-0.002	-0.002	-0.005	-0.006	-0.010	-0.007	-0.004	-0.016	0.017	-0.015	0.003	-0.004	-0.014	-0.019	-0.013	0.000	-0.010	-0.004	-0.005	-0.002	-0.002	-0.005	-0.009	-0.007	-0.012	-0.022	-0.020	-0.001	-0.005	0.010	0.005	-0.017	-0.005	0.003	-0.012	-0.016	-0.005	-0.003	-0.013	-0.011	-0.009	-0.011	-0.006	0.002	-0.007	-0.007	-0.013	0.001	-0.015	-0.016
789	0.002	-0.033	-0.038	-0.025	-0.023	-0.045	-0.041	-0.041	-0.033	-0.054	-0.028	-0.039	-0.037	-0.036	-0.060	-0.052	-0.059	-0.046	-0.055	-0.040	-0.040	-0.036	-0.030	-0.031	-0.034	-0.033	-0.037	-0.042	-0.024	0.000	-0.050	0.062	0.031	-0.064	-0.031	-0.049	-0.049	-0.037	-0.031	-0.046	-0.031	-0.037	-0.041	-0.043	-0.029	-0.028	-0.020	-0.026	-0.025	-0.029	-0.069	-0.045
790	0.000	-0.013	-0.033	0.001	0.002	-0.011	-0.002	-0.015	-0.004	-0.022	-0.014	-0.012	0.002	-0.012	0.000	-0.019	-0.017	-0.012	0.054	0.003	0.002	-0.003	-0.017	0.002	0.003	0.004	0.019	0.012	0.013	-0.003	-0.017	-0.005	-0.003	-0.009	0.002	-0.016	-0.009	0.018	0.002	-0.002	-0.011	0.019	0.000	0.012	-0.004	0.010	-0.003	-0.002	-0.002	-0.003	0.029	0.001
791	0.002	0.000	-0.005	-0.009	-0.004	-0.010	-0.020	-0.009	-0.003	-0.017	-0.004	-0.013	-0.005	-0.009	-0.013	-0.010	-0.009	-0.011	-0.038	-0.006	-0.005	-0.005	0.018	-0.008	-0.009	-0.010	-0.023	-0.015	-0.011	0.001	-0.006	0.017	0.008	-0.010	-0.007	-0.003	-0.015	-0.022	-0.008	-0.019	0.010	-0.016	-0.009	-0.020	-0.011	-0.004	-0.001	-0.011	-0.005	-0.006	-0.025	-0.007
792	-0.002	0.018	0.033	0.014	0.010	0.033	0.032	0.030	0.025	0.041	0.024	0.026	0.017	0.029	0.040	0.038	0.041	0.035	0.044	0.013	0.013	0.009	0.007	0.013	0.014	0.014	-0.003	0.012	0.010	-0.002	0.033	-0.026	-0.013	0.025	0.013	0.032	0.042	-0.003	0.013	0.031	0.018	0.024	0.021	0.010	0.019	0.009	0.012	0.010	0.008	0.015	0.040	0.021
793	-0.002	0.004	-0.022	-0.001	-0.009	-0.003	-0.006	-0.003	0.000	-0.002	0.004	-0.003	-0.008	-0.002	-0.001	-0.006	-0.008	0.004	-0.005	-0.003	-0.003	-0.002	-0.001	-0.002	-0.003	0.002	0.001	0.007	0.012	-0.008	0.009	0.004	0.002	-0.011	-0.002	0.008	-0.012	0.002	-0.001	-0.003	-0.004	-0.007	-0.004	0.008	-0.001	-0.003	-0.001	-0.005	-0.006	-0.004	-0.006	-0.002
794	-0.002	0.012	0.015	0.011	0.007	0.026	0.009	-0.001	0.018	-0.001	0.010	0.017	0.021	0.024	0.024	-0.002	-0.004	0.027	0.039	0.019	0.019	0.018	0.028	0.010	0.011	0.016	0.009	0.002	-0.003	0.002	0.009	-0.021	-0.010	0.028	0.010	0.007	0.009	0.009	0.011	0.025	0.024	0.017	0.017	0.002	0.015	0.010	0.008	0.006	0.007	0.012	0.040	0.018
795	0.000	-0.006	-0.005	-0.003	-0.008	-0.013	-0.009	-0.013	-0.011	-0.010	-0.007	-0.009	0.004	-0.010	-0.004	-0.012	-0.009	-0.019	-0.001	-0.001	-0.001	0.007	0.005	0.000	0.000	0.007	0.009	-0.007	0.003	0.001	-0.013	0.002	0.001	-0.008	-0.001	-0.013	-0.014	0.012	0.000	-0.011	0.008	-0.002	0.000	0.001	-0.008	0.002	0.000	-0.004	-0.002	0.000	0.004	0.004
796	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
797	0.003	0.030	0.019	0.015	0.009	0.026	0.022	0.028	0.017	0.022	0.012	0.025	0.024	0.020	0.026	0.029	0.031	0.017	0.022	0.024	0.024	0.003	0.011	0.016	0.018	0.017	0.027	0.026	0.022	0.004	0.040	-0.032	-0.016	0.038	0.016	0.041	0.026	0.028	0.017	0.026	0.018	0.025	0.024	0.021	0.024	0.015	0.010	0.017	0.009	0.016	0.038	0.031
798	-0.003	-0.005	0.004	0.006	0.003	0.004	0.001	-0.002	0.002	0.000	0.010	0.003	0.003	0.014	0.003	-0.003	-0.002	0.004	-0.004	-0.003	-0.004	0.014	0.004	0.004	0.004	0.007	0.009	0.001	-0.006	-0.003	0.006	-0.010	-0.005	-0.005	0.005	0.005	-0.001	0.009	0.006	0.004	-0.011	0.001	-0.001	0.004	0.009	0.003	0.007	-0.004	0.008	0.008	-0.005	-0.005
799	0.000	0.009	-0.005	0.000	0.001	0.004	0.006	0.002	-0.003	0.005	0.007	0.003	0.009	0.006	0.019	0.007	0.009	0.000	0.008	0.007	0.006	-0.004	-0.008	0.006	0.006	0.008	0.013	0.001	0.010	-0.001	0.021	-0.013	-0.006	0.009	0.006	0.020	0.008	0.015	0.006	0.002	0.003	0.011	0.006	0.006	0.009	0.006	0.006	0.005	0.005	0.006	0.012	0.005
800	0.001	0.006	-0.002	0.006	-0.012	-0.009	-0.006	0.002	-0.007	-0.001	-0.009	-0.005	0.001	-0.021	-0.001	-0.003	-0.003	-0.017	-0.011	-0.005	-0.004	0.001	0.004	0.002	0.004	0.001	0.000	0.013	0.004	0.004	0.009	-0.005	-0.002	0.006	0.002	0.009	-0.004	0.001	0.004	-0.007	0.002	0.006	0.004	0.006	0.005	-0.003	0.002	0.014	0.000	0.002	0.013	0.005
801	-0.002	-0.005	0.012	-0.001	0.005	0.001	0.002	0.000	0.001	-0.005	-0.008	0.000	-0.005	0.011	-0.008	-0.002	-0.003	0.003	-0.011	-0.004	-0.004	-0.001	-0.005	0.000	0.000	0.003	0.004	0.019	0.020	0.001	-0.001	0.001	0.000	-0.004	0.000	-0.002	-0.002	0.002	-0.002	0.001	0.004	-0.004	-0.014	0.013	0.001	-0.002	0.000	-0.005	-0.003	0.000	0.002	-0.021
802	0.004	-0.016	-0.012	-0.009	-0.002	-0.023	-0.014	-0.020	-0.003	-0.026	-0.008	-0.015	-0.015	-0.020	-0.026	-0.019	-0.024	-0.013	-0.036	-0.011	-0.011	-0.012	-0.025	-0.013	-0.013	-0.012	-0.008	-0.021	-0.008	0.002	-0.019	0.024	0.012	-0.021	-0.012	-0.018	-0.020	-0.008	-0.012	-0.022	-0.025	-0.016	-0.017	-0.018	-0.013	-0.012	-0.006	-0.007	-0.010	-0.006	-0.029	-0.025
803	0.001	0.008	-0.005	0.008	0.006	0.010	0.006	0.002	0.017	0.008	0.007	0.008	0.007	0.006	0.000	0.003	0.008	0.017	-0.006	-0.005	-0.006	0.007	0.002	0.009	0.009	0.008	0.010	0.020	0.024	0.004	0.019	-0.018	-0.009	0.003	0.009	0.017	0.011	0.010	0.009	0.012	-0.001	-0.003	0.006	0.017	0.010	0.010	0.006	0.001	0.007	0.013	-0.011	0.010
804	0.002	-0.017	-0.005	-0.004	-0.006	-0.008	-0.006	-0.004	-0.003	-0.013	-0.018	-0.013	0.000	-0.021	0.002	-0.010	-0.011	-0.008	0.028	0.009	0.008	0.003	-0.001	-0.001	-0.002	0.000	0.005	-0.007	-0.006	-0.001	-0.024	0.002	0.001	0.010	-0.001	-0.023	-0.008	0.004	0.000	-0.008	0.000	-0.002	0.001	-0.003	-0.002	-0.003	0.001	-0.002	0.001	0.002	0.016	0.002
805	0.000	0.018	0.005	0.000	0.014	0.010	0.006	0.006	0.007	0.006	0.005	0.004	0.000	0.004	0.013	0.009	0.012	0.015	0.010	0.010	0.011	0.004	0.001	0.000	0.001	-0.004	-0.002	0.005	-0.009	0.007	0.020	-0.001	0.000	0.019	0.001	0.019	0.008	0.000	0.000	0.009	0.012	0.000	0.002	0.006	0.004	0.001	-0.005	-0.008	0.000	0.002	0.009	0.004
806	-0.002	-0.010	-0.007	0.007	0.010	0.017	0.008	0.013	0.011	0.005	0.022	-0.006	0.009	0.015	0.019	0.012	0.017	0.025	0.017	0.000	0.000	0.024	0.015	0.011	0.011	0.023	0.010	-0.003	-0.006	-0.003	-0.012	-0.021	-0.011	0.002	0.010	-0.012	0.003	0.009	0.012	0.017	0.021	0.015	0.009	0.003	0.013	0.013	0.007	0.014	0.010	0.016	0.022	0.015
807	0.000	0.011	0.012	0.000	0.006	0.011	0.008	0.015	0.011	0.008	0.002	0.007	0.009	0.012	0.013	0.013	0.002	0.008	0.019	0.015	0.015	0.010	-0.002	0.003	0.004	0.008	0.000	0.006	0.006	0.002	0.012	-0.006	-0.003	0.028	0.003	0.012	0.011	0.000	0.003	0.011	-0.006	0.008	0.008	0.003	0.002	-0.001	0.004	0.003	0.003	-0.005	0.027	0.009
808	0.000	0.010	0.004	0.001	0.004	0.001	0.012	0.010	-0.003	0.018	-0.002	0.022	0.015	0.006	0.000	0.013	0.013	-0.003	0.019	0.005	0.005	-0.004	0.016	0.002	0.000	0.006	-0.002	-0.001	-0.002	0.002	0.016	-0.003	-0.001	0.016	0.001	0.015	0.015	-0.003	0.001	0.002	0.011	0.009	0.004	0.001	0.001	0.000	0.000	-0.002	-0.004	0.003	0.007	0.008
809	0.002	-0.009	0.007	0.004	-0.008	-0.005	-0.003	-0.002	-0.004	0.000	-0.001	-0.002	-0.006	-0.004	0.000	-0.003	-0.003	-0.015	-0.017	-0.007	-0.006	-0.002	-0.005	0.003	0.003	0.003	0.004	0.000	0.001	0.000	-0.007	-0.004	-0.003	-0.002	0.003	-0.006	-0.004	0.006	0.003	-0.006	-0.004	0.007	-0.005	0.010	0.005	0.004	0.003	0.002	-0.003	0.009	0.002	-0.008
810	-0.002	0.012	0.017	0.012	0.008	0.026	0.019	0.015	0.015	0.030	0.022	0.023	0.015	0.033	0.023	0.025	0.027	0.025	0.019	0.000	-0.001	0.016	0.023	0.014	0.015	0.020	0.023	0.025	0.027	-0.001	0.017	-0.029	-0.015	0.013	0.014	0.018	0.027	0.027	0.016	0.029	0.019	0.013	0.019	0.019	0.015	0.012	0.006	0.010	0.014	0.019	0.036	0.020
811	0.001	-0.001	0.005	-0.002	0.004	0.001	0.000	-0.002	0.011	0.003	0.004	-0.009	-0.002	0.007	-0.007	-0.001	0.003	0.003	-0.010	-0.008	-0.008	-0.003	0.011	0.000	0.002	0.002	0.012	0.002	-0.004	0.002	0.000	-0.001	0.000	-0.007	0.000	-0.002	-0.003	0.010	0.000	0.000	0.014	0.000	-0.002	0.002	-0.005	0.005	-0.004	0.000	-0.006	0.003	-0.006	-0.005
812	0.001	-0.011	-0.011	0.001	-0.004	0.006	-0.002	-0.001	-0.001	-0.007	0.003	-0.007	0.006	0.002	0.019	-0.001	-0.006	0.002	-0.008	-0.001	-0.002	0.011	0.007	0.001	0.001	0.004	0.003	0.006	0.000	-0.001	-0.006	-0.003	-0.002	0.002	0.002	-0.006	-0.007	0.002	0.002	0.004	-0.005	-0.006	0.000	0.003	0.008	0.004	-0.001	-0.001	-0.001	-0.002	-0.001	0.006
813	-0.001	0.003	0.007	0.001	-0.007	0.007	0.004	0.012	0.003	0.011	0.007	0.005	0.003	0.009	0.008	0.006	0.012	0.002	-0.014	-0.011	-0.012	0.009	-0.001	0.004	0.007	0.009	0.005	0.023	0.017	0.001	0.008	-0.009	-0.005	-0.015	0.004	0.009	0.009	0.009	0.005	0.002	0.002	0.000	0.009	0.011	0.002	0.007	-0.001	0.000	0.001	0.002	0.004	0.016
814	0.000	-0.003	0.009	0.005	0.004	0.000	0.004	0.007	0.001	0.004	-0.002	0.011	0.004	-0.006	0.003	0.005	0.001	-0.004	0.008	0.001	0.001	0.003	-0.001	0.005	0.005	0.003	0.005	0.016	0.013	0.000	0.004	-0.009	-0.004	0.009	0.004	0.004	0.006	0.006	0.004	0.004	0.007	0.006	-0.002	0.008	0.004	0.004	0.002	0.003	0.008	0.007	-0.001	0.002
815	0.000	-0.006	0.011	0.001	0.011	-0.003	0.007	0.006	-0.004	0.002	-0.002	0.006	0.001	-0.006	-0.008	0.004	0.003	-0.003	-0.007	-0.006	-0.006	0.005	-0.007	0.000	0.000	0.000	0.007	-0.010	-0.005	0.002	-0.013	0.001	0.000	-0.003	0.000	-0.013	0.004	0.008	0.000	-0.003	-0.003	0.004	0.001	-0.004	0.007	-0.001	0.001	-0.006	-0.007	0.003	0.011	0.002
816	0.001	-0.012	-0.009	0.001	-0.001	-0.007	-0.007	-0.008	0.004	-0.006	-0.018	-0.010	-0.003	-0.007	0.000	-0.006	-0.007	-0.012	-0.001	0.004	0.005	-0.008	-0.004	0.001	-0.001	-0.003	-0.003	0.003	0.001	0.000	-0.016	0.000	0.000	-0.001	0.000	-0.017	-0.010	-0.002	0.000	-0.007	-0.001	0.000	-0.010	0.000	0.000	-0.001	0.008	0.004	0.007	-0.001	-0.016	-0.011
817	0.002	0.013	0.015	0.005	0.009	0.013	0.013	0.014	0.005	0.014	0.008	0.014	0.009	0.005	0.011	0.013	0.015	0.005	0.026	0.019	0.018	0.005	0.014	0.008	0.011	0.009	0.026	0.018	0.014	0.005	0.023	-0.016	-0.009	0.019	0.008	0.025	0.018	0.024	0.008	0.012	0.009	0.015	0.009	0.012	0.013	0.007	0.005	0.012	0.003	0.007	0.027	0.007
818	0.001	0.009	0.005	0.004	0.001	0.011	0.005	0.005	0.009	0.006	0.020	0.007	0.011	0.018	-0.005	0.003	0.005	0.016	0.003	-0.007	-0.007	-0.004	0.005	0.006	0.007	0.006	0.012	0.018	0.016	0.004	0.012	-0.013	-0.006	0.002	0.006	0.011	0.005	0.015	0.006	0.010	-0.002	0.006	0.011	0.012	0.002	0.003	0.004	0.003	0.000	0.005	0.006	0.004
819	-0.001	-0.002	-0.003	0.004	-0.001	-0.008	-0.006	-0.008	-0.004	-0.008	-0.002	-0.003	0.000	-0.007	-0.015	-0.009	-0.010	-0.005	-0.006	0.007	0.007	0.009	-0.012	0.000	-0.003	-0.003	-0.004	-0.016	-0.004	-0.002	-0.008	0.002	0.001	0.000	-0.001	-0.008	-0.009	-0.005	-0.001	-0.006	-0.004	-0.007	-0.015	-0.006	0.007	0.001	0.001	-0.005	0.007	0.000	-0.024	-0.028
820	-0.001	-0.012	-0.015	-0.006	-0.003	-0.013	-0.010	-0.012	-0.002	-0.013	-0.006	-0.015	-0.005	0.003	-0.016	-0.012	-0.016	-0.008	-0.014	-0.019	-0.018	0.000	-0.016	-0.005	-0.007	-0.012	-0.009	-0.009	0.000	-0.001	-0.019	0.010	0.005	-0.025	-0.009	-0.018	-0.013	-0.011	-0.007	-0.010	-0.019	-0.013	-0.015	-0.009	-0.007	-0.009	-0.007	-0.010	-0.004	-0.005	-0.017	-0.014
821	0.001	0.000	0.008	0.004	0.004	0.004	0.003	0.002	-0.004	0.001	-0.005	0.006	0.005	-0.005	0.006	-0.002	0.001	0.001	-0.004	-0.005	-0.006	0.009	0.008	0.005	0.005	0.014	0.010	0.011	0.013	0.002	0.009	-0.011	-0.005	-0.003	0.005	0.009	0.003	0.013	0.007	0.002	0.016	0.015	-0.003	0.005	0.003	0.007	0.005	-0.007	0.007	0.010	0.008	-0.005
822	0.000	-0.004	-0.001	0.010	0.005	0.007	0.007	0.004	0.004	0.006	0.001	0.006	0.012	0.008	0.014	0.007	0.004	0.003	0.003	0.005	0.006	0.012	0.010	0.007	0.009	0.013	-0.003	0.009	0.001	-0.001	0.005	-0.015	-0.008	0.007	0.007	0.004	0.005	-0.003	0.007	0.008	0.008	0.013	0.004	0.008	0.011	0.010	0.008	0.004	0.005	0.004	0.030	0.015
823	-0.005	-0.011	-0.014	-0.004	-0.015	-0.015	-0.016	-0.013	-0.006	-0.015	-0.009	-0.014	-0.015	-0.007	-0.016	-0.020	-0.017	-0.012	-0.039	-0.019	-0.018	-0.011	0.000	-0.005	-0.007	-0.014	0.003	0.005	-0.010	-0.007	-0.020	0.010	0.005	-0.026	-0.005	-0.019	-0.019	0.005	-0.006	-0.013	-0.002	-0.003	-0.006	0.001	-0.007	-0.005	-0.007	-0.010	-0.011	-0.004	-0.010	-0.002
