Date,AMZN,DPZ,BTC,NFLX
5/27/2015,431.420013,104.370308,237.320007,89.85714
5/28/2015,426.570007,104.908241,237.029999,89.507141
5/29/2015,429.230011,104.379921,233.220001,89.151428
6/1/2015,430.920013,104.754562,225.740005,89.002853
6/2/2015,430.98999,104.581627,225.589996,89.129997
6/3/2015,436.589996,104.696907,224.220001,88.808571
6/4/2015,430.779999,104.735344,225.289993,89.348572
6/5/2015,426.950012,105.667152,224.740005,90.459999
6/8/2015,423.5,105.542229,229.559998,89.604286
6/9/2015,425.480011,106.080193,228.789993,92.449997
6/10/2015,430.769989,107.962975,229.880005,95.871429
6/11/2015,432.970001,107.818497,230.460007,95.094284
6/12/2015,429.920013,108.165268,232.479996,94.418571
6/15/2015,423.670013,106.739639,249.820007,93.431427
6/16/2015,427.26001,106.69149,247.380005,95.272858
6/17/2015,427.809998,106.845581,248.440002,94.271431
6/18/2015,439.390015,108.43499,244.130005,94.742859
6/19/2015,434.920013,107.799248,244.979996,93.871429
6/22/2015,436.290009,109.677597,243.759995,96.414284
6/23/2015,445.98999,109.446419,240.559998,97.312859
6/24/2015,440.839996,107.539139,242.559998,96.944283
6/25/2015,440.100006,107.616219,242.949997,94.891426
6/26/2015,438.100006,110.679413,250.729996,93.08857
6/29/2015,429.859985,109.812469,264.119995,92.23143
6/30/2015,434.089996,109.234497,257.619995,93.848572
7/1/2015,437.390015,110.342278,254.880005,93.635712
7/2/2015,437.709991,109.696877,255.399994,94.044289
7/6/2015,436.040009,108.974403,266.209991,94.571426
7/7/2015,436.720001,109.253754,268.640015,94.091431
7/8/2015,429.700012,109.080391,269.140015,93.507141
7/9/2015,434.390015,109.513855,283.619995,95.727142
7/10/2015,443.51001,111.661919,291.970001,97.228569
7/13/2015,455.570007,115.043015,286.959991,101.087143
7/14/2015,465.570007,114.426514,283.420013,100.371429
7/15/2015,461.190002,114.185707,276.589996,98.129997
7/16/2015,475.480011,111.324799,279.619995,115.809998
7/17/2015,483.01001,105.997917,274.049988,114.769997
7/20/2015,488.100006,106.961205,275.089996,110.550003
7/21/2015,488,107.279076,276.459991,112.510002
7/22/2015,488.269989,108.184547,275.519989,111.5
7/23/2015,482.179993,107.54879,288.369995,110.099998
7/24/2015,529.419983,106.88414,288.73999,109.339996
7/27/2015,531.409973,107.221275,293.700012,106.43
7/28/2015,526.030029,107.664375,288.369995,106.900002
7/29/2015,529,109.340454,287.019989,107.080002
7/30/2015,536.76001,109.658348,283.730011,111.559998
7/31/2015,536.150024,109.658348,280.470001,114.309998
8/3/2015,535.030029,110.072525,284.299988,112.559998
8/4/2015,531.900024,110.997292,281.720001,121.150002
8/5/2015,537.01001,110.197784,278,123.709999
8/6/2015,529.460022,107.731804,277.890015,126.449997
8/7/2015,522.619995,109.263397,258.600006,123.519997
8/10/2015,524,108.98407,269.029999,123.029999
8/11/2015,527.460022,109.321198,267.660004,122.739998
8/12/2015,525.909973,107.770348,263.440002,120.510002
8/13/2015,529.659973,110.005119,265.029999,123.730003
8/14/2015,531.52002,109.976204,260.519989,123.389999
8/17/2015,535.219971,110.766098,246.720001,125.360001
8/18/2015,535.02002,108.752861,226,124.050003
8/19/2015,532.919983,106.46994,234.660004,122.059998
8/20/2015,515.780029,103.705345,232.399994,112.489998
8/21/2015,494.470001,100.642159,229.539993,103.959999
8/24/2015,463.369995,98.041336,220.509995,96.879997
8/25/2015,466.369995,101.162315,224.970001,101.519997
8/26/2015,500.769989,102.395302,222.729996,110.129997
8/27/2015,518.369995,103.84021,231.639999,117.660004
8/28/2015,518.01001,104.427826,228.5,117.629997
8/31/2015,512.890015,102.048538,227.179993,115.029999
9/1/2015,496.540009,100.035301,228.630005,105.790001
9/2/2015,510.549988,101.316452,226.199997,105.440002
9/3/2015,504.720001,101.28756,230.25,101.059998
9/4/2015,499,101.624702,233.669998,98.790001
9/8/2015,517.539978,104.996124,237.410004,94.949997
9/9/2015,516.890015,104.206245,238.080002,99.18
9/10/2015,522.23999,103.965439,239.899994,99.480003
9/11/2015,529.440002,106.477127,235.600006,97.510002
9/14/2015,521.380005,106.544769,229.529999,95.690002
9/15/2015,522.369995,108.02282,228.600006,99.160004
9/16/2015,527.390015,107.829597,232.720001,104.080002
9/17/2015,538.869995,108.776337,232.210007,104.209999
9/18/2015,540.26001,107.887558,231.110001,102.620003
9/21/2015,548.390015,107.259628,230.009995,100.300003
9/22/2015,538.400024,107.105072,229.889999,98.470001
9/23/2015,536.070007,107.20166,233.759995,98.07
9/24/2015,533.75,106.544769,235.029999,103.760002
9/25/2015,524.25,109.114441,234.300003,102.239998
9/28/2015,504.059998,104.85421,236.710007,99.470001
9/29/2015,496.070007,102.274857,235.929993,98.349998
9/30/2015,511.890015,104.245575,237.050003,103.260002
10/1/2015,520.719971,101.753197,236.710007,105.980003
10/2/2015,532.539978,103.250549,238.580002,106.110001
10/5/2015,543.679993,104.670639,246.139999,111.25
10/6/2015,537.47998,103.617653,242.979996,108.330002
10/7/2015,541.940002,104.361519,242.580002,108.099998
10/8/2015,533.159973,99.154533,244.039993,114.93
10/9/2015,539.799988,101.801483,245.350006,113.330002
10/12/2015,550.190002,102.477722,248.779999,113.449997
10/13/2015,548.900024,102.564667,252.330002,109.730003
10/14/2015,544.830017,100.825806,254.440002,110.230003
10/15/2015,562.440002,102.26519,262.869995,101.089996
10/16/2015,570.76001,102.612961,269.579987,98.989998
10/19/2015,573.150024,103.607994,269.75,101.690002
10/20/2015,560.880005,102.583984,267.109985,98.989998
10/21/2015,555.77002,99.946693,274.420013,97.959999
10/22/2015,563.909973,100.42971,276.920013,97.32
10/23/2015,599.030029,100.56498,282.559998,100.040001
10/26/2015,608.609985,102.216896,285.149994,103.040001
10/27/2015,611.01001,101.395752,294.660004,103.07
10/28/2015,617.099976,105.984459,303.540009,105.800003
10/29/2015,626.549988,105.684998,313.630005,105.120003
10/30/2015,625.900024,103.047691,327.119995,108.379997
11/2/2015,628.349976,105.05706,359.279999,107.639999
11/3/2015,625.309998,103.530724,396.48999,109.739998
11/4/2015,640.950012,101.482719,400.890015,114.050003
11/5/2015,655.650024,100.574623,382.700012,113.5
11/6/2015,659.369995,100.89341,369.809998,114.059998
11/9/2015,655.48999,99.540955,380.220001,109.860001
11/10/2015,659.679993,100.690552,336.690002,112.699997
11/11/2015,673.25,101.637276,304.709991,112.860001
11/12/2015,665.599976,99.396057,333.850006,108.919998
11/13/2015,642.349976,98.169182,333.769989,103.650002
11/16/2015,647.809998,99.975685,330.209991,111.349998
11/17/2015,643.299988,98.768105,333.910004,117.099998
11/18/2015,663.539978,100.53598,335.920013,120.629997
11/19/2015,661.27002,100.970695,324.980011,120.220001
11/20/2015,668.450012,101.45372,321.119995,123.839996
11/23/2015,678.98999,104.052376,322.119995,125.029999
11/24/2015,671.150024,103.79155,318.350006,123.309998
11/25/2015,675.340027,105.443466,327.519989,124.160004
11/27/2015,673.26001,104.960457,359.519989,125.440002
11/30/2015,664.799988,103.820534,377.970001,123.330002
12/1/2015,679.059998,105.163338,361.799988,125.370003
12/2/2015,676.01001,105.105362,359.980011,128.929993
12/3/2015,666.25,103.79155,360.309998,126.809998
12/4/2015,672.640015,106.100395,361.670013,130.929993
12/7/2015,669.830017,106.641373,394.279999,125.360001
12/8/2015,677.330017,106.20665,410.670013,126.980003
12/9/2015,664.789978,105.395164,416,124.199997
12/10/2015,662.320007,105.627014,415.48999,122.910004
12/11/2015,640.150024,105.249191,449.829987,118.910004
12/14/2015,657.909973,105.96611,442,120.669998
12/15/2015,658.640015,106.498924,462.649994,118.599998
12/16/2015,675.77002,105.811089,453.980011,122.639999
12/17/2015,670.650024,105.956413,455.529999,122.510002
12/18/2015,664.140015,105.442963,463.179993,118.019997
12/21/2015,664.51001,106.305191,437.589996,116.629997
12/22/2015,663.150024,105.995163,437.029999,116.239998
12/23/2015,663.700012,106.062988,442.429993,118.160004
12/24/2015,662.789978,106.121109,452.980011,117.330002
12/28/2015,675.200012,106.692688,421.76001,117.110001
12/29/2015,693.969971,108.504333,431.920013,119.120003
12/30/2015,689.070007,108.029625,427.149994,116.709999
12/31/2015,675.890015,107.777733,429.950012,114.379997
1/4/2016,636.98999,105.820778,433.320007,109.959999
1/5/2016,633.789978,106.498924,431.200012,107.660004
1/6/2016,632.650024,106.343918,430.820007,117.68
1/7/2016,607.940002,103.418175,457.049988,114.559998
1/8/2016,607.049988,105.568909,452.869995,111.389999
1/11/2016,617.73999,102.904724,447.720001,114.970001
1/12/2016,617.890015,106.334229,445.040009,116.580002
1/13/2016,581.809998,104.590416,432.179993,106.559998
1/14/2016,593,103.796005,429.130005,107.059998
1/15/2016,570.179993,100.909019,372.26001,104.040001
1/19/2016,574.47998,101.645302,379.459991,107.889999
1/20/2016,571.77002,103.13723,414.579987,107.739998
1/21/2016,575.02002,104.348228,410.23999,102.349998
1/22/2016,596.380005,108.116798,382.649994,100.720001
1/25/2016,596.530029,107.273956,392.76001,99.120003
1/26/2016,601.25,108.669029,389.779999,97.830002
1/27/2016,583.349976,107.593666,395.019989,91.150002
1/28/2016,635.349976,108.698074,379.690002,94.410004
1/29/2016,587,110.374084,380.290009,91.839996
2/1/2016,574.809998,110.780983,372.179993,94.089996
2/2/2016,552.099976,110.199699,373.920013,91.489998
2/3/2016,531.070007,110.248154,368.019989,90.739998
2/4/2016,536.26001,110.441902,390.649994,89.709999
2/5/2016,502.130005,106.925194,386.459991,82.790001
2/8/2016,488.100006,104.784172,372.630005,83.32
2/9/2016,482.070007,102.323463,375.320007,86.129997
2/10/2016,490.480011,103.660378,381.880005,88.449997
2/11/2016,503.820007,103.563492,379.450012,86.349998
2/12/2016,507.079987,106.082344,384.040009,87.400002
2/16/2016,521.099976,107.613045,406.420013,89.050003
2/17/2016,534.099976,109.424683,417.140015,94.760002
2/18/2016,525,108.543076,421.399994,90.489998
2/19/2016,534.900024,109.347176,419.980011,89.230003
2/22/2016,559.5,111.497887,437.790009,91.93
2/23/2016,552.940002,113.948914,419.899994,89.120003
2/24/2016,554.039978,113.93924,422.720001,91.610001
2/25/2016,555.150024,128.752014,423.480011,94.529999
2/26/2016,555.22998,130.195526,427.320007,94.790001
2/29/2016,552.52002,128.887619,436.209991,93.410004
3/1/2016,579.039978,129.962982,434.040009,98.300003
3/2/2016,580.210022,128.907028,425.359985,97.610001
3/3/2016,577.48999,128.693909,419.559998,97.93
3/4/2016,575.140015,128.839203,409.480011,101.580002
3/7/2016,562.799988,129.837067,414.869995,95.489998
3/8/2016,560.26001,130.050201,411.899994,96.230003
3/9/2016,559.469971,129.604553,412.76001,98
3/10/2016,558.929993,128.858582,415.829987,97.360001
3/11/2016,569.609985,127.974449,419.109985,97.660004
3/14/2016,573.369995,128.878021,414.309998,98.129997
3/15/2016,577.02002,127.469254,415.130005,97.860001
3/16/2016,574.27002,128.100769,415.910004,99.349998
3/17/2016,559.440002,127.537231,418.160004,99.720001
3/18/2016,552.080017,127.090317,408.160004,101.120003
3/21/2016,553.97998,127.440117,411.109985,101.059998
3/22/2016,560.47998,127.012566,416.209991,99.839996
3/23/2016,569.630005,126.41996,416.980011,99.589996
3/24/2016,582.950012,125.079201,414.73999,98.360001
3/28/2016,579.869995,125.477516,415,101.209999
3/29/2016,593.859985,126.390793,412.440002,104.129997
3/30/2016,598.690002,127.245789,415.660004,102.190002
3/31/2016,593.640015,128.110474,415.640015,102.230003
4/1/2016,598.5,129.674698,418.51001,105.699997
4/4/2016,593.190002,129.567825,422.070007,104.349998
4/5/2016,586.140015,128.557404,421.26001,104.940002
4/6/2016,602.080017,132.074448,420.140015,104.830002
4/7/2016,591.429993,132.385361,417.690002,104.449997
4/8/2016,594.599976,133.152924,418.049988,103.809998
4/11/2016,595.929993,133.337479,424.73999,102.68
4/12/2016,603.169983,132.85173,423.470001,106.980003
4/13/2016,614.820007,133.240311,424.019989,109.650002
4/14/2016,620.75,133.366623,428.670013,110.419998
4/15/2016,625.890015,134.678253,430.049988,111.510002
4/18/2016,635.349976,134.707397,434.920013,108.400002
4/19/2016,627.900024,133.609497,441.160004,94.339996
4/20/2016,632.98999,136.028717,449.339996,96.769997
4/21/2016,631,133.978714,445.279999,94.980003
4/22/2016,620.5,128.644821,450.079987,95.900002
4/25/2016,626.200012,129.869003,466,93.559998
4/26/2016,616.880005,130.00502,447.01001,92.43
4/27/2016,606.570007,129.830139,448.480011,91.040001
4/28/2016,602,117.044357,454.980011,90.279999
4/29/2016,659.590027,117.442688,448.529999,90.029999
5/2/2016,683.849976,116.947197,450.269989,93.110001
5/3/2016,671.320007,115.188667,445.799988,91.540001
5/4/2016,670.900024,115.635574,448.079987,90.790001
5/5/2016,659.090027,116.519707,459.559998,89.370003
5/6/2016,673.950012,115.917336,458.459991,90.839996
5/9/2016,679.75,118.054787,449.359985,90.540001
5/10/2016,703.070007,118.744598,452.5,92.889999
5/11/2016,713.22998,116.422562,454.429993,90.019997
5/12/2016,717.929993,118.006203,455.410004,87.739998
5/13/2016,709.919983,118.482262,456.440002,87.879997
5/16/2016,710.659973,119.66758,453.25,89.120003
5/17/2016,695.27002,117.627296,454.220001,88.629997
5/18/2016,697.450012,117.685577,442.660004,90.5
5/19/2016,698.52002,117.384407,442.109985,89.550003
5/20/2016,702.799988,119.560699,443.640015,92.489998
5/23/2016,696.75,118.414253,446.109985,94.889999
5/24/2016,704.200012,119.036064,449.779999,97.889999
5/25/2016,708.349976,117.841042,453.299988,100.199997
5/26/2016,714.909973,119.502403,474.049988,102.809998
5/27/2016,712.23999,118.705742,524.219971,103.300003
5/31/2016,722.789978,117.442688,537.400024,102.57
6/1/2016,719.440002,117.947914,537.099976,101.510002
6/2/2016,728.23999,119.745293,567.030029,101.25
6/3/2016,725.539978,118.734871,571.950012,99.589996
6/6/2016,726.72998,120.82373,575.580017,100.739998
6/7/2016,723.73999,121.27066,580.51001,99.889999
6/8/2016,726.640015,122.796005,574.690002,97.860001
6/9/2016,727.650024,123.855034,577.890015,97.089996
6/10/2016,717.909973,122.660004,591.599976,93.75
6/13/2016,715.23999,121.607536,685.140015,93.849998
6/14/2016,719.299988,123.137497,690.77002,94.120003
6/15/2016,714.26001,123.156982,761.210022,94.290001
6/16/2016,717.51001,123.712448,743.900024,95.440002
6/17/2016,706.390015,124.043777,753.77002,94.449997
6/20/2016,714.01001,124.238686,667.380005,93.800003
6/21/2016,715.820007,124.082771,590.559998,90.989998
6/22/2016,710.599976,122.124023,620.840027,90.010002
6/23/2016,722.080017,124.004799,656.890015,91.660004
6/24/2016,698.960022,121.782959,663.52002,88.440002
6/27/2016,691.359985,118.96666,644.890015,85.330002
6/28/2016,707.950012,121.354172,636.539978,87.970001
6/29/2016,715.599976,123.644234,670.02002,91.059998
6/30/2016,715.619995,128.029465,674.570007,91.480003
7/1/2016,725.679993,129.208618,698.059998,96.669998
7/5/2016,728.099976,130.514435,672.700012,97.910004
7/6/2016,737.609985,131.537628,635.25,94.599998
7/7/2016,736.570007,130.446228,662.780029,95.099998
7/8/2016,745.809998,131.664368,651.830017,97.059998
7/11/2016,753.780029,132.531647,670.559998,94.669998
7/12/2016,748.210022,132.190567,661.150024,95.970001
7/13/2016,742.630005,131.966446,657.25,96.43
7/14/2016,741.200012,132.180832,664.200012,98.019997
7/15/2016,735.440002,132.239304,660.690002,98.389999
7/18/2016,736.070007,132.09314,671.099976,98.809998
7/19/2016,739.950012,132.09314,664.400024,85.839996
7/20/2016,745.719971,133.398956,664.619995,87.910004
7/21/2016,744.429993,140.97084,651.109985,85.989998
7/22/2016,744.859985,144.985733,655.159973,85.889999
7/25/2016,739.609985,143.923553,654.380005,87.660004
7/26/2016,735.590027,142.403305,654.539978,91.410004
7/27/2016,736.669983,143.47525,654.130005,92.040001
7/28/2016,752.609985,143.494736,655.429993,91.650002
7/29/2016,758.809998,143.543457,654.73999,91.25
8/1/2016,767.73999,143.757874,513.429993,94.370003
8/2/2016,760.580017,141.740662,566.440002,93.559998
8/3/2016,754.640015,142.432541,576.219971,93.099998
8/4/2016,760.77002,142.76387,574.659973,93.440002
8/5/2016,765.97998,142.452011,586.450012,97.029999
8/8/2016,766.559998,141.009781,585.25,95.110001
8/9/2016,768.309998,141.224167,590.940002,93.989998
8/10/2016,768.559998,141.302124,587.840027,93.93
8/11/2016,771.23999,142.296127,587.140015,95.889999
8/12/2016,772.559998,142.403305,584.590027,96.589996
8/15/2016,768.48999,141.448288,580.190002,95.309998
8/16/2016,764.039978,140.298416,572.340027,95.120003
8/17/2016,764.630005,140.883102,573.390015,96.370003
8/18/2016,764.460022,143.377823,574.559998,96.160004
8/19/2016,757.309998,143.523987,582.609985,95.870003
8/22/2016,759.47998,146.242859,583.559998,95.260002
8/23/2016,762.450012,146.64238,579.659973,95.940002
8/24/2016,757.25,145.999237,577.960022,95.18
8/25/2016,759.219971,146.408524,579.369995,97.32
8/26/2016,769,144.566711,570.349976,97.580002
8/29/2016,771.289978,146.164871,577.320007,97.300003
8/30/2016,767.580017,145.619156,573.880005,97.449997
8/31/2016,769.159973,145.7556,571.98999,97.449997
9/1/2016,770.619995,145.209839,575.289978,97.379997
9/2/2016,772.440002,147.149094,598.840027,97.379997
9/6/2016,788.869995,146.350037,613.210022,100.089996
9/7/2016,784.47998,146.64238,625.570007,99.150002
9/8/2016,784.059998,145.434006,623.159973,99.660004
9/9/2016,760.140015,142.403305,624.52002,96.5
9/12/2016,771.48999,146.379288,608.609985,99.050003
9/13/2016,761.01001,146.213181,609.539978,96.089996
9/14/2016,761.090027,146.83844,608.109985,97.010002
9/15/2016,769.690002,148.294128,607.780029,97.339996
9/16/2016,778.52002,146.574631,607.080017,99.480003
9/19/2016,775.099976,148.020569,609.23999,98.059998
9/20/2016,780.219971,148.440659,597.159973,98.25
9/21/2016,789.73999,149.09523,595.630005,94.879997
9/22/2016,804.700012,150.531387,602.919983,95.830002
9/23/2016,805.75,150.707214,602.590027,95.940002
9/26/2016,799.159973,149.954987,605.469971,94.559998
9/27/2016,816.109985,150.091751,604.669983,97.07
9/28/2016,828.719971,149.261337,604.700012,97.480003
9/29/2016,829.049988,148.255066,608.140015,96.669998
9/30/2016,837.309998,148.352722,613.409973,98.550003
10/3/2016,836.73999,148.088989,608.960022,102.629997
10/4/2016,834.030029,147.981491,611.820007,102.339996
10/5/2016,844.359985,147.493011,610.969971,106.279999
10/6/2016,841.659973,147.649323,616.030029,105.07
10/7/2016,839.429993,147.366028,617.650024,104.82
10/10/2016,841.710022,149.661896,640.450012,103.330002
10/11/2016,831,148.870544,635.98999,100.589996
10/12/2016,834.090027,148.733749,635.599976,99.5
10/13/2016,829.280029,146.848221,637.919983,100.230003
10/14/2016,822.960022,147.639557,637.030029,101.470001
10/17/2016,812.950012,148.509048,635.340027,99.800003
10/18/2016,817.650024,155.77771,629.059998,118.790001
10/19/2016,817.690002,161.219421,628.340027,121.870003
10/20/2016,810.320007,161.590683,630.450012,123.349998
10/21/2016,818.98999,162.528549,655.47998,127.5
10/24/2016,838.090027,162.694641,651,127.330002
10/25/2016,835.179993,161.092422,674.669983,126.510002
10/26/2016,822.590027,161.004517,682.299988,126.970001
10/27/2016,818.359985,162.118225,686.23999,126.470001
10/28/2016,776.320007,164.052612,714.950012,126.57
10/31/2016,789.820007,165.342209,698.669983,124.870003
11/1/2016,785.409973,163.700912,726.76001,123.300003
11/2/2016,765.559998,163.398056,733.51001,122.339996
11/3/2016,767.030029,162.342911,684.869995,122.139999
11/4/2016,755.049988,162.919357,702.080017,122.029999
11/7/2016,784.929993,164.335968,705.400024,124.580002
11/8/2016,787.75,165.00029,710.900024,124.339996
11/9/2016,771.880005,166.436447,721.419983,122.190002
11/10/2016,742.380005,157.39949,714.570007,115.419998
11/11/2016,739.01001,155.943771,714.969971,114.779999
11/14/2016,719.070007,153.550201,704.559998,113.379997
11/15/2016,743.23999,157.624191,711.099976,113.589996
11/16/2016,746.48999,157.848892,740.280029,115.190002
11/17/2016,756.400024,157.848892,737.530029,115.029999
11/18/2016,760.159973,160.525757,746.960022,115.209999
11/21/2016,780,162.626251,736.190002,117.959999
11/22/2016,785.330017,164.589966,749.340027,118.040001
11/23/2016,780.119995,166.631851,741.070007,117.690002
11/25/2016,780.369995,168.292664,740.390015,117.410004
11/28/2016,766.77002,166.12381,733.299988,116.93
11/29/2016,762.52002,166.934677,732.559998,117.510002
11/30/2016,750.570007,164.169861,742.48999,117
12/1/2016,743.650024,164.814651,752.630005,117.220001
12/2/2016,740.340027,164.130798,770.940002,120.809998
12/5/2016,759.359985,162.460144,754.340027,119.160004
12/6/2016,764.719971,165.195694,758.210022,124.57
12/7/2016,770.419983,163.857224,765.559998,125.389999
12/8/2016,767.330017,160.740707,768.48999,123.239998
12/9/2016,768.659973,159.802826,770.47998,122.879997
12/12/2016,760.119995,158.141968,778.469971,122.830002
12/13/2016,774.340027,158.504303,778.73999,123.779999
12/14/2016,768.820007,158.631622,776.5,123.440002
12/15/2016,761,156.467438,775.210022,125
12/16/2016,757.77002,156.722031,782.049988,124.220001
12/19/2016,766,157.887375,789.789978,125.449997
12/20/2016,771.219971,157.760086,799.099976,125.120003
12/21/2016,770.599976,159.258362,829.210022,126.5
12/22/2016,766.340027,157.985275,860.150024,125.580002
12/23/2016,760.590027,158.220322,917.169983,125.589996
12/27/2016,771.400024,158.61203,925.780029,128.350006
12/28/2016,772.130005,157.906937,972.169983,125.889999
12/29/2016,765.150024,158.993942,971.080017,125.330002
12/30/2016,749.869995,155.938614,959.039978,123.800003
1/3/2017,753.669983,155.076874,1033.300049,127.489998
1/4/2017,757.179993,159.61087,1135.410034,129.410004
1/5/2017,780.450012,159.395432,989.349976,131.809998
1/6/2017,795.98999,160.100525,886.159973,131.070007
1/9/2017,796.919983,161.09938,899.780029,130.949997
1/10/2017,795.900024,162.910995,904.369995,129.889999
1/11/2017,799.02002,165.457123,785.429993,130.5
1/12/2017,813.640015,164.869553,810.109985,129.179993
1/13/2017,817.140015,163.694412,824.830017,133.699997
1/17/2017,809.719971,161.510635,899.659973,132.889999
1/18/2017,807.47998,162.13739,872.030029,133.259995
1/19/2017,809.039978,162.597656,895.210022,138.410004
1/20/2017,808.330017,164.389694,892.909973,138.600006
1/23/2017,817.880005,163.576874,921.460022,137.389999
1/24/2017,822.440002,165.995712,893.75,140.110001
1/25/2017,836.52002,167.033722,894.409973,139.520004
1/26/2017,839.150024,167.396057,915.559998,138.960007
1/27/2017,835.77002,168.453674,918.01001,142.449997
1/30/2017,830.380005,170.324066,920.72998,141.220001
1/31/2017,823.47998,170.921432,965.48999,140.710007
2/1/2017,832.349976,167.347107,982.429993,140.779999
2/2/2017,839.950012,171.283752,1003.969971,139.199997
2/3/2017,810.200012,172.243454,1013.02002,140.25
2/6/2017,807.640015,174.250931,1024.670044,140.970001
2/7/2017,812.5,179.166855,1049.560059,144
2/8/2017,819.710022,181.34082,1055.48999,144.740005
2/9/2017,821.359985,182.045914,978.960022,144.139999
2/10/2017,827.460022,182.506149,997.609985,144.820007
2/13/2017,836.530029,179.989456,995.359985,143.199997
2/14/2017,836.390015,181.076416,1008.340027,140.820007
2/15/2017,842.700012,182.085098,1008.190002,142.270004
2/16/2017,844.140015,182.241791,1031.930054,142.009995
2/17/2017,845.070007,184.033798,1049.410034,142.220001
2/21/2017,856.440002,185.003296,1119.030029,142.600006
2/22/2017,855.609985,179.206024,1120.459961,143.860001
2/23/2017,852.190002,182.437607,1171.910034,142.779999
2/24/2017,845.23999,182.41803,1176.48999,143.25
2/27/2017,848.640015,181.575851,1188.829956,143.410004
2/28/2017,845.039978,185.874832,1189.27002,142.130005
3/1/2017,853.080017,183.563782,1222.660034,142.649994
3/2/2017,848.909973,185.443954,1255.469971,139.529999
3/3/2017,849.880005,185.120804,1283.300049,139.139999
3/6/2017,846.609985,184.973938,1277.01001,141.940002
3/7/2017,846.02002,185.375412,1232.689941,141.429993
3/8/2017,850.5,184.454895,1146.969971,140.320007
3/9/2017,853,180.860992,1191.329956,140.529999
3/10/2017,852.460022,182.858704,1112.390015,140.889999
3/13/2017,854.590027,183.369202,1238.189941,143.520004
3/14/2017,852.530029,180.306305,1243.140015,143.190002
3/15/2017,852.969971,182.858719,1253.430054,145.25
3/16/2017,853.419983,182.220596,1172.880005,144.389999
3/17/2017,852.309998,181.445053,1071.709961,145.110001
3/20/2017,856.969971,180.325958,1047.51001,145.830002
3/21/2017,843.200012,180.649902,1121.290039,142.419998
3/22/2017,848.059998,180.757904,1044.719971,142.649994
3/23/2017,847.380005,180.973877,1035.030029,141.839996
3/24/2017,845.609985,179.599487,939.700012,142.020004
3/27/2017,846.820007,180.581192,1044.420044,144.059998
3/28/2017,856,181.553055,1041.900024,145.169998
3/29/2017,874.320007,179.422791,1037.910034,146.470001
3/30/2017,876.340027,180.738266,1079.109985,148.059998
3/31/2017,886.539978,180.924789,1086.119995,147.809998
4/3/2017,891.51001,182.819427,1141.77002,146.919998
4/4/2017,906.830017,182.947067,1129.869995,145.5
4/5/2017,909.280029,181.74942,1188.699951,143.619995
4/6/2017,898.280029,182.593628,1190.48999,143.740005
4/7/2017,894.880005,171.952179,1180.780029,143.110001
4/10/2017,907.039978,170.567978,1220.73999,143.850006
4/11/2017,902.359985,172.295761,1212.530029,144.350006
4/12/2017,896.22998,171.922729,1176.199951,143.830002
4/13/2017,884.669983,170.852661,1177.329956,142.919998
4/17/2017,901.98999,171.834366,1206.089966,147.25
4/18/2017,903.780029,173.395248,1215.199951,143.360001
4/19/2017,899.200012,172.492096,1238.089966,139.759995
4/20/2017,902.059998,173.67012,1249.640015,141.179993
4/21/2017,898.530029,176.016342,1240.890015,142.869995
4/24/2017,907.409973,177.282745,1264.310059,143.830002
4/25/2017,907.619995,177.282745,1286.630005,152.160004
4/26/2017,909.289978,177.645966,1332.910034,150.169998
4/27/2017,918.380005,182.151901,1329.619995,153.080002
4/28/2017,924.98999,178.068069,1336.280029,152.199997
5/1/2017,948.22998,178.823959,1445.930054,155.350006
5/2/2017,946.940002,181.032776,1485.550049,156.449997
5/3/2017,941.030029,183.644058,1516.76001,155.589996
5/4/2017,937.530029,186.903259,1507.77002,157.25
5/5/2017,934.150024,189.583282,1545.290039,156.600006
5/8/2017,949.039978,188.768448,1697.5,156.380005
5/9/2017,952.820007,191.782257,1752.310059,157.460007
5/10/2017,948.950012,192.086563,1819.290039,160.279999
5/11/2017,947.619995,191.801865,1686.390015,158.539993
5/12/2017,961.349976,191.703705,1763.73999,160.809998
5/15/2017,957.969971,192.92099,1729.339966,160.020004
5/16/2017,966.070007,192.636292,1801.300049,159.410004
5/17/2017,944.76001,187.953644,1880.98999,153.199997
5/18/2017,958.48999,191.144135,1962,155.699997
5/19/2017,959.840027,192.214157,2040.180054,157.020004
5/22/2017,970.669983,195.178864,2272.580078,157.160004
5/23/2017,971.539978,195.601013,2445.280029,157.949997
5/24/2017,980.349976,202.197937,2307.219971,157.75
5/25/2017,993.380005,204.229996,2244.889893,163.050003
5/26/2017,995.780029,203.258133,2052.429932,162.429993
5/30/2017,996.700012,204.671753,2303.340088,163.220001
5/31/2017,994.619995,207.842606,2412.649902,163.070007
6/1/2017,995.950012,211.396317,2492.600098,162.990005
6/2/2017,1006.72998,214.056686,2545.429932,165.179993
6/5/2017,1011.340027,213.124069,2870.5,165.059998
6/6/2017,1003,213.860352,2691.51001,165.169998
6/7/2017,1010.070007,214.154846,2798.780029,165.610001
6/8/2017,1010.27002,213.889801,2811.429932,165.880005
6/9/2017,978.309998,202.413895,2900.25,158.029999
6/12/2017,964.909973,200.332733,2712.98999,151.440002
6/13/2017,980.789978,205.045609,2467.27002,152.720001
6/14/2017,976.469971,207.170853,2442.459961,152.199997
6/15/2017,964.169983,206.186951,2508.580078,151.759995
6/16/2017,987.710022,207.44635,2655.100098,152.380005
